id,label
12132,0.19445807
6004,0.99785
9337,0.19186607
5525,0.14842555
11413,0.19120935
3154,0.10198969
8001,0.009126604
7332,0.7166202
1743,0.59866035
9479,0.9987879
1025,0.045345515
6992,0.996395
8767,0.93570185
7454,0.99834496
11375,0.61361855
3632,0.51722175
5243,0.9810519
4149,0.18062359
11361,0.04998359
3626,0.995679
2538,0.29400605
5257,0.0046278834
1031,0.02865225
6986,0.99261606
8773,0.12996677
7440,0.65354395
8015,0.025963038
7326,0.6601496
1757,0.16963449
6038,0.7484986
5531,0.46074155
10719,0.92277277
11407,0.1757304
3140,0.6380502
228,0.245024
1964,0.76673865
8798,0.22525436
9486,0.016314566
8940,0.5962073
10094,0.9490286
3815,0.045004874
10080,0.9996613
3801,0.99996865
6979,0.06414324
9492,0.09305233
8954,0.2996152
1970,0.37559396
4808,0.99347216
214,0.6279093
1780,0.18014488
1958,0.027542979
3197,0.11279252
10916,0.92194647
4820,0.9981247
2289,0.49338207
5280,0.17739621
3829,0.9997783
6951,0.054523468
7497,0.10287684
6789,0.0046738386
572,0.1435079
6945,0.942363
7483,0.28116882
566,0.262355
8968,0.64898825
5294,0.051676065
3183,0.51865
10902,0.99721885
4834,0.73265046
1794,0.9912238
200,0.4935159
8559,0.9972557
957,0.81922716
12442,0.35795557
9647,0.8917818
6574,0.8551166
10255,0.7168875
2712,0.64112556
4363,0.055510998
4405,0.9913814
10533,0.14147651
2074,0.08577791
9121,0.15786117
6212,0.3301251
12324,0.35798043
9135,0.8003227
6206,0.99938947
1569,0.93792427
12330,0.33057988
7118,0.6953273
4411,0.98158133
11639,0.2725467
10527,0.17776257
2060,0.9306754
5069,0.81914866
10241,0.998481
2706,0.84217334
3418,0.16877258
4377,0.045877516
943,0.53335994
12456,0.2200531
9653,0.07267827
6560,0.61624366
5041,0.5815338
10269,0.82124054
3430,0.8895862
11177,0.43189138
7656,0.2608161
8565,0.40296718
1227,0.9891913
6548,0.16155437
1541,0.9404167
12318,0.9996526
7130,0.98162293
8203,0.36786008
4439,0.99930555
3356,0.8008157
11611,0.17808384
2048,0.02241683
5727,0.036465973
3342,0.082211584
11605,0.19811103
5733,0.905069
9109,0.4790981
1555,0.11627278
7124,0.089829475
8217,0.5539266
7642,0.9797908
8571,0.3342648
1233,0.015031725
5055,0.3774118
3424,0.79322743
11163,0.0072708726
11188,0.73978275
2909,0.031069458
10296,0.19476551
7871,0.13810599
9684,0.99948126
994,0.19520932
12481,0.15770507
11836,0.8759023
5900,0.013834953
11822,0.69124144
5914,0.12642825
758,0.07088816
7865,0.14975306
9690,0.99186033
980,0.99084806
9848,0.0017931461
12495,0.0070979893
10282,0.2237649
770,0.48604664
7695,0.80951476
9860,0.049162388
2935,0.01397115
5082,0.19085243
3395,0.925723
1582,0.0906432
1596,0.9218099
3381,0.5559195
5928,0.9999075
2921,0.29446688
4388,0.9854139
5096,0.990765
7859,0.024219662
764,0.5167159
7681,0.9808643
9874,0.07318506
5929,0.7342546
3380,0.955953
1597,0.112243146
9875,0.5806768
7680,0.41310668
765,0.8490807
7858,0.19157606
5097,0.074400574
4389,0.047495455
2920,0.15687269
5083,0.021941751
2934,0.15347424
9861,0.9117714
7694,0.9003049
771,0.007965267
1583,0.12696373
3394,0.04850483
5915,0.99728113
11823,0.9154661
10283,0.9998226
12494,0.9999099
9849,0.96528316
981,0.9829453
9691,0.33674234
7864,0.71397763
759,0.0767864
12480,0.31411573
995,0.6514604
9685,0.1749076
7870,0.6596484
10297,0.9900324
2908,0.12807041
11189,0.85988307
5901,0.9608197
11837,0.2211751
8216,0.9704125
7125,0.001493454
1554,0.93760234
9108,0.9747995
5732,0.9997544
11604,0.6851724
3343,0.11714065
11162,0.020247698
3425,0.9948349
5054,0.09342581
1232,0.89774483
8570,0.18268463
7643,0.99349004
6549,0.30727023
1226,0.038264245
8564,0.9412234
7657,0.012774259
11176,0.49115324
3431,0.16720513
10268,0.7292243
5040,0.8171605
5726,0.06901923
2049,0.077007115
11610,0.12592867
3357,0.94355947
4438,0.7643936
8202,0.7580155
7131,0.9341411
12319,0.012340069
1540,0.010929227
2061,0.63528395
10526,0.2938025
11638,0.08242363
4410,0.4765338
7119,0.99999905
12331,0.019337893
1568,0.73271847
6207,0.38708395
9134,0.9949602
6561,0.08875528
9652,0.71461725
12457,0.038586915
942,0.017299086
4376,0.23249123
3419,0.80352515
2707,0.2449618
10240,0.0046442747
5068,0.84398353
4362,0.9997722
2713,0.73259556
10254,0.99640954
6575,0.012249947
9646,0.914989
12443,0.95373607
8558,0.045950085
956,0.9999912
12325,0.10128796
6213,0.06599793
9120,0.0077698827
2075,0.05679667
10532,0.9508078
4404,0.92823225
5295,0.44783905
567,0.07676804
8969,0.9136061
7482,0.020877898
6944,0.6283576
201,0.9980109
1795,0.02770546
4835,0.75554585
10903,0.9535463
3182,0.98524487
2288,0.16442347
4821,0.94262683
10917,0.20737815
3196,0.9994086
1959,0.057493955
1781,0.94050455
215,0.9943223
573,0.27107704
6788,0.012984484
7496,0.89640456
6950,0.4379577
3828,0.99535805
5281,0.1860086
8955,0.41809735
9493,0.9116443
6978,0.68506896
3800,0.38564196
10081,0.60787666
4809,0.018792033
1971,0.025027812
1965,0.012923896
229,0.99800175
3814,0.96424425
10095,0.03998232
8941,0.017087609
9487,0.15815967
8799,0.9323318
7441,0.44979382
8772,0.49687317
6987,0.6628704
1030,0.10433647
5256,0.97643816
2539,0.94827026
3627,0.93863297
11360,0.93591386
4148,0.77877164
3141,0.9528501
11406,0.98564106
10718,0.2264077
5530,0.4327265
6039,0.011434227
1756,0.31762785
7327,0.8300249
8014,0.6022579
1742,0.9637462
7333,0.04626873
8000,0.61942315
3155,0.51119924
11412,0.99817
5524,0.9992786
5242,0.99951565
3633,0.6799107
11374,0.09049946
7455,0.9909632
8766,0.10750711
6993,0.26269147
1024,0.5470384
9478,0.9331527
10042,0.7726537
2505,0.988301
4174,0.6469308
8996,0.13276216
598,0.7573333
9450,0.046279848
6763,0.86062247
9336,0.9948983
6005,0.7093234
12133,0.56820816
8028,0.99995744
4612,0.21053836
10724,0.9995138
2263,0.8649075
4606,0.9960667
3169,0.073504776
10730,0.98128474
2277,0.5194195
5518,0.013511419
9322,0.54167217
6011,0.04122579
12127,0.23340341
7469,0.97102845
1018,0.96007055
8982,0.9871457
9444,0.2637026
6777,0.4753668
10056,0.9978035
2511,0.7010241
11348,0.32441413
4160,0.068214774
3948,0.9941679
3790,0.38790217
6830,0.09438747
413,0.9995729
1187,0.14954358
375,0.9037674
7290,0.40008914
1839,0.41559064
4799,0.9995192
10877,0.11908913
5487,0.9980407
4941,0.95458627
10863,0.7250325
5493,0.9609568
4955,0.99054706
361,0.60623354
7284,0.04063171
6824,0.99686134
1193,0.053752452
407,0.21521229
8809,0.99995935
3784,0.9956293
8821,0.9906599
3974,0.9817259
10693,0.8428031
349,0.47303343
9281,0.9865534
1805,0.0016803145
12084,0.06791896
9295,0.9993341
1811,0.9954163
12090,0.9972961
11599,0.14402404
10687,0.11603141
4969,0.9913034
3960,0.99184537
6818,0.79193246
8835,0.4214168
9518,0.23919377
1144,0.9616179
7535,0.021359235
8606,0.4662199
3753,0.02120778
11214,0.041751623
5322,0.96360236
5444,0.8098161
4982,0.996133
3035,0.030480117
11572,0.14886904
7253,0.087290555
8160,0.9810253
1622,0.022293538
7247,0.86013746
8174,0.9958383
1636,0.46094698
6159,0.06837875
5450,0.9982318
4996,0.97230524
10678,0.12548783
3021,0.9054483
11566,0.075704575
4028,0.5308799
3747,0.038116515
11200,0.5821419
2459,0.8606576
5336,0.80922496
1150,0.24779493
7521,0.6000826
8612,0.7074944
4000,0.016545206
11228,0.71697533
10136,0.9585101
2471,0.4548299
9524,0.5490439
6617,0.13801056
1178,0.052291572
7509,0.9874543
12047,0.008227527
9242,0.35231686
6171,0.10155046
5478,0.93054426
10650,0.0436292
2317,0.029721618
3009,0.99976736
10888,0.9999945
4766,0.10300928
10644,0.9813316
2303,0.14805815
4772,0.99997246
8148,0.9961046
12053,0.42463267
9256,0.00036251545
6165,0.6706151
9530,0.14491105
6603,0.043204755
4014,0.15455037
10122,0.20033488
2465,0.9936065
5685,0.03159848
7092,0.49808294
177,0.9982475
1385,0.94363296
611,0.19701701
89,0.16549236
9901,0.04232216
3592,0.93704927
2854,0.013244361
3586,0.43615156
2840,0.0045562387
2698,0.17869279
605,0.018096894
1391,0.9012852
7938,0.99892485
9915,0.08016965
7086,0.22033003
6398,0.99969774
163,0.06417185
5691,0.9792564
5849,0.9012738
12286,0.049194127
9083,0.5196177
10491,0.33499408
11957,0.9947315
5861,0.31404263
2868,0.9180908
7910,0.13729417
7904,0.09612584
639,0.20124194
9929,0.07329798
10485,0.59087765
11943,0.01011005
5875,0.677918
12292,0.9840146
8389,0.9995254
9097,0.11585149
1420,0.99414766
12279,0.99586034
8362,0.97168136
7051,0.99304366
4558,0.98750824
11770,0.98471755
3237,0.9914402
2129,0.94198525
5646,0.113285035
5120,0.99281365
10308,0.22634557
11016,0.8796743
3551,0.06273991
2897,0.010540277
8404,0.14930063
7737,0.48025566
1346,0.50780916
6429,0.9995673
8410,0.37527603
7723,0.99615073
1352,0.10145736
5134,0.0057815015
11002,0.7653785
3545,0.33119595
2883,0.11382979
11764,0.9945012
3223,0.9471275
5652,0.0014609993
9068,0.5295867
1434,0.9997761
8376,0.01208353
7045,0.029713422
4564,0.6404418
2115,0.31756997
10452,0.6472534
11994,0.17414111
6373,0.9398017
9040,0.98907
188,0.032859504
12245,0.11461234
8438,0.99818355
836,0.012891054
6415,0.72875166
76,0.97757125
9726,0.028523147
2673,0.9908254
10334,0.042042524
4202,0.5766574
5108,0.550412
2667,0.3377354
10320,0.9998194
3579,0.9939269
4216,0.89157045
822,0.004671395
62,0.7327452
6401,0.111578286
9732,0.012241721
6367,0.87444305
9054,0.18868002
1408,0.093286216
12251,0.6189983
7079,0.9936883
4570,0.9630796
11758,0.98534197
2101,0.5340722
10446,0.8053987
11980,0.8504827
4200,0.39526945
11028,0.25356668
2671,0.80580175
10336,0.7759335
74,0.8982337
6417,0.08913323
9724,0.23826084
1378,0.4478495
7709,0.35427135
834,0.8434849
12247,0.9730648
6371,0.025761157
9042,0.29555
5678,0.0006225407
11996,0.10286346
2117,0.61741596
10450,0.01302889
3209,0.5886266
4566,0.8713076
11982,0.9860787
2103,0.7375219
10444,0.92682433
4572,0.10529375
8348,0.13309497
12253,0.68040967
6365,0.9390299
9056,0.11606589
6403,0.08533266
60,0.2905297
9730,0.35225913
820,0.23472375
4214,0.08171001
2665,0.08470905
10322,0.9903767
9718,0.18092307
48,0.98036253
1344,0.346448
808,0.14987352
8406,0.12880611
7735,0.9833411
2895,0.9998139
11014,0.7638422
3553,0.08273476
5122,0.016757727
5644,0.26923588
11772,0.18996024
3235,0.8257361
8360,0.99657094
7053,0.65426666
1422,0.23229316
8374,0.034504563
7047,0.42359072
1436,0.99631906
6359,0.13323873
5650,0.9475826
10478,0.9376067
11766,0.88865197
5888,0.25656676
3221,0.083617
4228,0.10749072
2881,0.86011225
11000,0.6415608
3547,0.23085654
2659,0.8686208
5136,0.08502525
1350,0.48987034
8412,0.9197545
7721,0.038201958
7912,0.85233665
5863,0.39790082
11955,0.9998231
10493,0.12526536
149,0.2587107
9081,0.21252522
12284,0.9862782
9095,0.9586961
12290,0.99362874
5877,0.16756463
11799,0.78081536
11941,0.8665215
10487,0.86245084
7906,0.8538878
2856,0.34058157
3590,0.2668966
9903,0.9999378
613,0.06693354
1387,0.82693577
175,0.9968244
7090,0.39133823
4599,0.91531533
11969,0.986403
5687,0.09635183
5693,0.9968498
161,0.060572892
7084,0.054082632
9917,0.5537654
1393,0.8931198
607,0.6913646
2842,0.66454893
3584,0.10056648
4764,0.091046095
10652,0.11703029
2315,0.82007325
9240,0.19401053
6173,0.6533531
388,0.24688265
12045,0.07169744
8638,0.61121637
9526,0.8522178
6615,0.8961645
10134,0.59932625
2473,0.7500725
4002,0.13060245
5308,0.9989365
10120,0.030711144
2467,0.97742516
3779,0.014619291
4016,0.017138988
9532,0.06030211
6601,0.41498435
9254,0.99633616
6167,0.13982311
1608,0.29041803
12051,0.9826031
7279,0.78986627
4770,0.047776967
11558,0.11740816
10646,0.2770523
2301,0.9963608
1620,0.98507243
12079,0.9987408
7251,0.9950113
8162,0.99364996
4758,0.06169659
3037,0.9461623
11570,0.5857375
2329,0.030122757
4980,0.99395657
5446,0.99508226
3989,0.96666944
5320,0.9975271
10108,0.9109582
3751,0.3114343
11216,0.11261991
7537,0.933169
8604,0.05666274
1146,0.84775954
6629,0.24161375
7523,0.9937297
8610,0.99295485
1152,0.2717862
5334,0.09439388
3745,0.022827595
11202,0.32259232
3023,0.32675812
11564,0.0050504506
4994,0.0038329363
5452,0.013846576
9268,0.18324831
1634,0.6111334
7245,0.79304624
8176,0.040150583
12086,0.937101
1807,0.9689424
9283,0.023621768
10691,0.0567365
10849,0.049521446
3976,0.060446054
8823,0.9838878
8837,0.29518098
439,0.6671645
3962,0.83462083
10685,0.034079224
12092,0.9996604
8189,0.2525667
1813,0.99959654
9297,0.9734446
4943,0.48464978
5485,0.9272577
10875,0.97149897
7292,0.36585656
377,0.97949016
1185,0.010514766
411,0.99080485
6832,0.8222623
3792,0.9920902
3786,0.30982617
2498,0.9989364
405,0.8909011
1191,0.9407069
6826,0.04821098
7286,0.42904645
6198,0.0015759766
363,0.98738796
4957,0.003894478
5491,0.9996802
10861,0.99185085
10726,0.33515579
2261,0.90090907
11438,0.98094654
4610,0.020368636
7319,0.7518413
12131,0.968754
1768,0.86246186
9334,0.9997963
6007,0.96401644
9452,0.24845251
6761,0.9976195
8994,0.11362752
4176,0.9857469
3619,0.595895
10040,0.016499668
2507,0.99665743
5268,0.26845515
4162,0.019196987
10054,0.18676773
2513,0.14271453
9446,0.0144479275
6775,0.12547162
8980,0.31407663
8758,0.99842036
12125,0.2878496
9320,0.35384345
6013,0.020693928
10732,0.009079665
2275,0.99165183
4604,0.100256205
7325,0.020693928
8016,0.7180079
1754,0.28676742
9308,0.23266014
5532,0.99833727
3143,0.99133754
11404,0.09980151
3625,0.77428216
11362,0.03465399
5254,0.5202156
1032,0.6684614
6985,0.95931983
7443,0.987718
8770,0.006600052
6749,0.72169214
1026,0.2208265
6991,0.18827093
7457,0.68997157
8764,0.03433618
3631,0.34113735
11376,0.18813476
10068,0.09094882
5240,0.037896782
5526,0.96108246
2249,0.67795134
3157,0.9998851
11410,0.42299682
4638,0.008104861
7331,0.763767
8002,0.012771845
1998,0.7392515
12119,0.02562201
1740,0.19834337
1973,0.42766508
10083,0.01151976
3802,0.9326104
9491,0.18791732
8957,0.044448882
559,0.99815
9485,0.049612075
8943,0.015006244
10097,0.9563004
3816,0.85108364
11389,0.16422403
10929,0.66199964
1967,0.004390985
3180,0.062331885
10901,0.07364529
4837,0.0645459
1797,0.9988073
203,0.9998624
6946,0.0767813
7480,0.8736212
565,0.98971665
5297,0.0016871095
4189,0.054731756
5283,0.22812161
6952,0.7447178
7494,0.99998415
571,0.79639804
217,0.9986856
1783,0.18323559
3194,0.117562145
10915,0.2636329
4823,0.99966633
2705,0.012901783
10242,0.99994737
4374,0.04098332
940,0.94310904
12455,0.0064857304
9888,0.059749007
798,0.9290738
6563,0.2150369
9650,0.18993947
6205,0.22997436
9136,0.9963964
12333,0.7086273
8228,0.8704572
4412,0.010216892
2063,0.34664032
10524,0.9146764
4406,0.6362654
3369,0.1580536
2077,0.86355984
10530,0.0010125041
5718,0.16988587
6211,0.23466519
9122,0.072832584
12327,0.05914408
7669,0.69858533
954,0.6611981
12441,0.10665095
1218,0.1552099
6577,0.9959884
9644,0.020627588
2711,0.003625393
10256,0.99714226
11148,0.97260404
4360,0.18357027
8572,0.148875
7641,0.980568
12469,0.16294366
1230,0.120758146
7899,0.11984593
5056,0.9641745
2739,0.7213936
11160,0.18065539
3427,0.6969043
4348,0.6847542
11606,0.3540026
3341,0.2474682
10518,0.94337416
5730,0.8744482
6239,0.76631653
1556,0.92265844
8214,0.01703158
7127,0.99892616
1542,0.9931282
8200,0.21208966
7133,0.74416035
11612,0.107991904
3355,0.7464682
5724,0.27782702
5042,0.7656574
11174,0.90784466
3433,0.9969926
968,0.9393469
8566,0.035281032
7655,0.66207004
1224,0.95367575
9678,0.9865727
7866,0.11143246
9693,0.04348877
983,0.96403396
12496,0.051216424
10281,0.98627245
11821,0.98661673
5917,0.9608047
11835,0.7575479
5903,0.041072875
10295,0.45234033
7872,0.45541012
9687,0.9992577
8599,0.89436257
997,0.7888698
12482,0.2351414
2922,0.01678145
5095,0.117397964
767,0.76091576
7682,0.32869074
9877,0.1555973
1595,0.15548205
3382,0.07833269
2088,0.04369667
11809,0.9820709
3396,0.56856924
1581,0.9988383
773,0.9060431
6588,0.6217123
7696,0.99997616
9863,0.07348409
2936,0.37922037
5081,0.9996586
1580,0.8790295
3397,0.19558483
11808,0.23472002
2089,0.022916973
5080,0.98834646
2937,0.052044332
9862,0.026213765
7697,0.08987412
6589,0.99942416
772,0.23536262
9876,0.015741765
7683,0.808741
766,0.98188686
5094,0.7111479
2923,0.9998951
3383,0.37751526
1594,0.2873931
5902,0.04628998
11834,0.654467
12483,0.012975335
8598,0.053722054
996,0.059364498
9686,0.8808814
7873,0.8934678
10294,0.0008791983
10280,0.19085985
12497,0.058329344
982,0.6163176
9692,0.33372697
7867,0.010599792
5916,0.9998723
11820,0.74860406
5725,0.07715595
3354,0.98399925
11613,0.81130505
7132,0.86611784
8201,0.9949285
1543,0.46342838
9679,0.9126473
1225,0.07067019
7654,0.9887279
969,0.9943638
8567,0.21986246
3432,0.9715779
11175,0.9913188
5043,0.08070874
4349,0.7611697
3426,0.9735321
11161,0.077070355
2738,0.92959183
5057,0.06478232
7898,0.16306779
1231,0.47987658
12468,0.03255081
7640,0.13147411
8573,0.59810764
7126,0.023505062
8215,0.92943203
1557,0.6281511
6238,0.20917979
5731,0.22189862
10519,0.072885334
3340,0.99620426
11607,0.50519246
12326,0.7049809
9123,0.39394593
6210,0.08541125
5719,0.015464097
10531,0.9558622
2076,0.16157192
3368,0.19566804
4407,0.33268017
4361,0.018637687
11149,0.99743676
10257,0.45265195
2710,0.9909331
9645,0.78586817
6576,0.4217736
1219,0.56003577
12440,0.49860543
955,0.9830476
7668,0.97435033
9651,0.91679466
6562,0.13925865
799,0.07703212
9889,0.99987614
12454,0.5146436
941,0.17959997
4375,0.65539914
10243,0.46641195
2704,0.9996076
10525,0.40224046
2062,0.9855046
4413,0.9963912
8229,0.9997407
12332,0.99901843
9137,0.005708337
6204,0.15636468
570,0.018507123
7495,0.18545455
6953,0.9797417
5282,0.14401445
4822,0.8324816
10914,0.9911172
3195,0.5364871
1782,0.99186575
216,0.3811286
202,0.037036777
1796,0.014440298
4836,0.97428435
10900,0.9994352
3181,0.90781134
4188,0.0058551133
5296,0.07694453
564,0.06724694
7481,0.28871244
6947,0.31194526
11388,0.015529573
3817,0.9818402
10096,0.9823972
8942,0.14232409
9484,0.42375496
1966,0.8298966
10928,0.060756028
1972,0.81996953
8956,0.14665514
558,0.81524885
9490,0.93097615
3803,0.9986274
10082,0.28644323
5241,0.84738475
10069,0.3347934
11377,0.07806972
3630,0.66648734
8765,0.03584811
7456,0.029580086
6990,0.007990569
1027,0.07076123
6748,0.24619219
1741,0.14271516
12118,0.07575664
8003,0.96079284
1999,0.04876879
7330,0.017851353
4639,0.5034168
11411,0.9606706
3156,0.11790797
2248,0.47332472
5527,0.99993074
11405,0.06498128
3142,0.68018436
5533,0.06554267
9309,0.1234436
1755,0.9793778
8017,0.17036447
7324,0.29362336
8771,0.845647
7442,0.026563287
6984,0.97486764
1033,0.04265973
5255,0.022742897
11363,0.9999043
3624,0.025371045
8759,0.6930477
8981,0.24125102
6774,0.9952635
9447,0.00783661
2512,0.30292445
10055,0.2475681
4163,0.033170998
4605,0.16202179
2274,0.06919724
10733,0.47702444
6012,0.99028707
9321,0.76903844
12124,0.0040365756
6006,0.26097244
9335,0.98089904
1769,0.9974274
12130,0.29591718
7318,0.33949736
4611,0.2010563
11439,0.99986887
2260,0.8864752
10727,0.00034880638
5269,0.0073769093
2506,0.96259713
10041,0.9213287
3618,0.060893893
4177,0.9610621
8995,0.7422908
6760,0.1262165
9453,0.9291949
6827,0.8156431
1190,0.4479775
404,0.038992345
2499,0.010679245
3787,0.9987395
10860,0.071322024
5490,0.9994103
4956,0.4234035
362,0.32811302
6199,0.99906963
7287,0.058665067
376,0.048573673
7293,0.971759
10874,0.15133563
5484,0.66210085
4942,0.7708787
3793,0.69307303
6833,0.9456301
410,0.05645427
1184,0.9918721
3963,0.22901744
8836,0.0300695
438,0.6518985
9296,0.22082308
8188,0.09787023
1812,0.5196738
12093,0.23552826
10684,0.9217317
10848,0.9270779
10690,0.24409613
9282,0.95569944
1806,0.7769716
12087,0.98518884
8822,0.58847934
3977,0.061055124
11203,0.5360287
3744,0.99946713
5335,0.29102802
1153,0.006798327
8611,0.9673631
7522,0.13023782
8177,0.9225223
7244,0.060492605
1635,0.2714331
9269,0.99990386
5453,0.06739688
4995,0.049500257
11565,0.22241965
3022,0.40331784
5447,0.9885746
4981,0.106928706
2328,0.00819698
11571,0.7990601
3036,0.027675182
4759,0.30756864
8163,0.07234815
7250,0.2575894
12078,0.041930884
1621,0.9093883
6628,0.91914743
1147,0.98906815
8605,0.08064467
7536,0.958562
11217,0.78588116
3750,0.7744683
10109,0.012283206
5321,0.0026182234
3988,0.847433
6600,0.9957623
9533,0.9946019
4017,0.333431
3778,0.9994658
2466,0.88590175
10121,0.17052263
5309,0.07129851
2300,0.9967096
10647,0.40924013
11559,0.07471269
4771,0.6851622
7278,0.17059466
12050,0.0050367117
1609,0.99756855
6166,0.074867725
9255,0.93398136
12044,0.102488756
389,0.9259198
6172,0.015439928
9241,0.9991876
2314,0.5888622
10653,0.07032737
4765,0.99994564
4003,0.01535514
2472,0.67473
10135,0.99998266
6614,0.13561732
9527,0.22592977
8639,0.002834618
7085,0.7218766
160,0.71155775
5692,0.9714274
3585,0.9997349
2843,0.86457837
606,0.31584758
1392,0.558405
9916,0.9804776
1386,0.9895717
612,0.82490224
9902,0.019273221
3591,0.19503447
2857,0.13132644
11968,0.0058125854
5686,0.08845061
4598,0.95041823
7091,0.0055570006
174,0.01883322
10486,0.11159542
11940,0.3154193
5876,0.20854318
11798,0.065850705
12291,0.9750426
9094,0.09194893
7907,0.9766785
7913,0.9693868
12285,0.0008561313
9080,0.9832239
148,0.14562774
10492,0.84751964
11954,0.9928762
5862,0.9924801
3220,0.034978718
11767,0.69833016
5889,0.10693857
10479,0.92773855
5651,0.7592089
6358,0.08575246
1437,0.9913601
7046,0.28824624
8375,0.32770872
7720,0.3233359
8413,0.13119414
1351,0.81033
5137,0.0024236143
2658,0.032158136
3546,0.9989096
11001,0.9986727
2880,0.056974083
4229,0.83163595
5123,0.99998707
3552,0.8782652
11015,0.93479145
2894,0.78015536
7734,0.9712167
809,0.9963641
8407,0.9871799
1345,0.06327319
49,0.9931861
9719,0.6238931
1423,0.22357872
7052,0.8851905
8361,0.96295965
3234,0.905066
11773,0.73332566
5645,0.03766486
9057,0.03478661
6364,0.06189713
12252,0.0072387755
8349,0.079865575
4573,0.95100343
10445,0.9999994
2102,0.7419478
11983,0.5778651
10323,0.7273827
2664,0.6525135
4215,0.9994676
821,0.9638251
9731,0.32328224
6402,0.65687543
61,0.08331066
835,0.99970293
7708,0.70249456
1379,0.10435566
9725,0.08717984
75,0.78912735
6416,0.011094838
10337,0.14989021
2670,0.12782648
11029,0.48214927
4201,0.020608068
4567,0.82318485
3208,0.11834401
